Afro-Centric,newrbk2C.pdf,1,2
After The Rain,newrbk2C.pdf,3,4
After You've Gone,newrbk2C.pdf,5,5
Ain't Misbehavin',newrbk2C.pdf,6,6
Along Came Betty,newrbk2C.pdf,7,8
Asa (The Zoo Blues),newrbk2C.pdf,9,10
Avance,newrbk2C.pdf,11,12
Baby It's Cold Outside,newrbk2C.pdf,13,14
Baja Bajo,newrbk2C.pdf,16,17
Bass Blues,newrbk2C.pdf,17,18
Beauty And The Beast,newrbk2C.pdf,20,20
Bessie's Blues,newrbk2C.pdf,21,21
Black And Blue,newrbk2C.pdf,22,22
Black Coffee,newrbk2C.pdf,23,24
Blues For Alice,newrbk2C.pdf,26,26
Blues For Yna Yna,newrbk2C.pdf,27,28
Body And Soul,newrbk2C.pdf,29,30
Bolivia,newrbk2C.pdf,31,32
The Boy Next Door,newrbk2C.pdf,34,34
Bye Bye Blackbird,newrbk2C.pdf,35,36
Cafe,newrbk2C.pdf,37,38
Capim,newrbk2C.pdf,39,40
Casa Forte,newrbk2C.pdf,41,42
Central Park West,newrbk2C.pdf,43,44
Charmed Circle,newrbk2C.pdf,45,46
Cherokee,newrbk2C.pdf,47,47
A Child Is Born,newrbk2C.pdf,48,48
Choices,newrbk2C.pdf,49,50
Chromazone,newrbk2C.pdf,51,54
Clockwise,newrbk2C.pdf,55,55
Cold Duck Time,newrbk2C.pdf,56,56
Criss Cross,newrbk2C.pdf,57,58
Day By Day,newrbk2C.pdf,60,60
Dear Lord,newrbk2C.pdf,61,62
Dee Song,newrbk2C.pdf,63,65
Delgado,newrbk2C.pdf,66,66
Detour Ahead,newrbk2C.pdf,68,68
Devil May Care,newrbk2C.pdf,69,70
Django,newrbk2C.pdf,71,72
Doce Presenca,newrbk2C.pdf,73,74
Dogs In The Wine Shop,newrbk2C.pdf,75,76
Don't Forget The Poet,newrbk2C.pdf,77,78
Duke (The),newrbk2C.pdf,79,80
Ecaroh,newrbk2C.pdf,81,84
Equinox,newrbk2C.pdf,85,86
Escher Sketch,newrbk2C.pdf,88,94
Eternal Child,newrbk2C.pdf,95,96
Exactly Like You,newrbk2C.pdf,98,98
Expression,newrbk2C.pdf,99,99
Falling Grace,newrbk2C.pdf,100,100
Filthy McNasty,newrbk2C.pdf,101,102
500 Miles High,newrbk2C.pdf,103,104
Flamingo,newrbk2C.pdf,105,105
Fly Me To The Moon,newrbk2C.pdf,106,106
Forever,newrbk2C.pdf,107,108
Freedom Jazz Dance,newrbk2C.pdf,110,110
Friday Night at the Cadellac Club,newrbk2C.pdf,111,112
Friends,newrbk2C.pdf,114,114
Geraldine,newrbk2C.pdf,115,116
Gertrude's Bounce,newrbk2C.pdf,117,118
Get Happy,newrbk2C.pdf,119,120
Giant Steps,newrbk2C.pdf,121,121
Got A Match?,newrbk2C.pdf,122,122
Gregory Is Here,newrbk2C.pdf,123,125
Growing,newrbk2C.pdf,126,126
Harlem Nocturne,newrbk2C.pdf,127,128
Hi-Fly,newrbk2C.pdf,129,132
Honeysuckle Rose,newrbk2C.pdf,134,134
Horace Scope,newrbk2C.pdf,135,136
I Believe In You,newrbk2C.pdf,137,138
I Hadn't Anyone Till You,newrbk2C.pdf,140,140
I Thought About You,newrbk2C.pdf,141,144
I'll Be Around,newrbk2C.pdf,145,147
I'll Get By,newrbk2C.pdf,148,148
Ill Wind,newrbk2C.pdf,150,150
Illuminados,newrbk2C.pdf,151,152
I'm Glad There Is You,newrbk2C.pdf,153,153
Impressions,newrbk2C.pdf,154,154
In The Wee Small Hours Of The Morning,newrbk2C.pdf,156,156
In Your Own Sweet Way,newrbk2C.pdf,157,157
In Your Own Sweet Way (Miles Davis),newrbk2C.pdf,158,158
Isfahan,newrbk2C.pdf,160,160
It Don't Mean A Thing (If It Ain't Got That Swing),newrbk2C.pdf,161,161
It's Only A Paper Moon,newrbk2C.pdf,162,162
It's The Talk Of The Town,newrbk2C.pdf,163,164
It's You,newrbk2C.pdf,165,166
I've Got The World On A String,newrbk2C.pdf,168,168
I've Got Your Number,newrbk2C.pdf,169,170
I've Never Been In Love Before,newrbk2C.pdf,172,172
Jacob's Ladder,newrbk2C.pdf,173,174
Jordu,newrbk2C.pdf,175,176
Juntos,newrbk2C.pdf,177,178
Killer Joe,newrbk2C.pdf,179,179
Let's Fall In Love,newrbk2C.pdf,180,180
Like A Lover (O Cantador),newrbk2C.pdf,181,182
Like Father Like Son,newrbk2C.pdf,183,184
Like Sonny,newrbk2C.pdf,185,186
Lisa,newrbk2C.pdf,188,188
Little Wind,newrbk2C.pdf,189,190
Loose Ends,newrbk2C.pdf,191,192
Loxodrome,newrbk2C.pdf,194,194
Lullaby Of The Leaves,newrbk2C.pdf,195,195
Mahjong,newrbk2C.pdf,196,196
Manha De Carnaval (A Day In The Life Of A Fool),newrbk2C.pdf,197,198
Masquerade Is Over (The),newrbk2C.pdf,199,200
Mean To Me,newrbk2C.pdf,201,201
Memories Of You,newrbk2C.pdf,202,202
Midland,newrbk2C.pdf,203,204
Mine Is Yours,newrbk2C.pdf,205,206
Mo' Joe,newrbk2C.pdf,207,210
Moment's Notice,newrbk2C.pdf,211,212
Mood Indigo,newrbk2C.pdf,214,214
Moon Rays,newrbk2C.pdf,215,218
Moontide,newrbk2C.pdf,219,224
More Love,newrbk2C.pdf,225,228
Morning Sprite,newrbk2C.pdf,229,230
Mozambique,newrbk2C.pdf,231,233
Mr. P.C.,newrbk2C.pdf,234,234
My Ship,newrbk2C.pdf,235,236
Naima,newrbk2C.pdf,238,238
Napanoch,newrbk2C.pdf,239,240
Natives Are Restless Tonight (The),newrbk2C.pdf,241,243
Natural Selection,newrbk2C.pdf,244,244
The Necessary Blonde,newrbk2C.pdf,245,250
Never Alone,newrbk2C.pdf,251,252
Never Will I Marry,newrbk2C.pdf,253,254
Nica's Dream,newrbk2C.pdf,255,258
Night Dreamer,newrbk2C.pdf,260,260
